rank,title,total ratings,installs,average rating,growth (30 days),growth (60 days),price,category,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,paid
54,Real Drift Car Racing Lite,513359,10.0 M,4,0.1,0.2,0.0,GAME RACING,381134,53191,30260,10921,37851,False
55,MadOut2 BigCityOnline,508166,10.0 M,4,3.8,8.3,0.0,GAME RACING,347602,56038,29117,15751,59656,False
56,Ultimate Car Driving Simulator,503879,50.0 M,4,2.2,4.8,0.0,GAME RACING,353448,45177,27142,16616,61494,False
57,Crazy for Speed,466732,10.0 M,4,1911.2,0.7,0.0,GAME RACING,336061,39673,28533,15418,47044,False
58,Mad Skills Motocross 2,464730,10.0 M,4,0.2,0.4,0.0,GAME RACING,319470,50982,29079,14405,50792,False
59,Real City Car Driver,445846,50.0 M,3,0.4,0.9,0.0,GAME RACING,285166,27715,26917,17393,88652,False
60,Highway Rider Motorcycle Racer,430550,10.0 M,4,0.1,0.1,0.0,GAME RACING,307739,37469,23631,10253,51456,False
61,Blocky Roads,426246,10.0 M,4,0.0,0.1,0.0,GAME RACING,318741,42714,23542,8562,32684,False
62,Road Riot,423514,10.0 M,4,0.1,0.1,0.0,GAME RACING,344341,24227,18914,8328,27702,False
63,Crash of Cars,419851,10.0 M,4,0.5,1.2,0.0,GAME RACING,290888,48697,26055,13626,40581,False
64,Beach Buggy Racing 2,414528,10.0 M,4,2.9,6.1,0.0,GAME RACING,299949,40563,19993,11806,42214,False
65,Real Racing 3,412241,10.0 M,4,0.2,0.5,0.0,GAME RACING,293823,54620,19629,10774,33392,False
66,SUP Multiplayer Racing,407995,10.0 M,4,1.0,2.2,0.0,GAME RACING,292915,34591,21351,12771,46364,False
67,KartRider Rush+,388123,10.0 M,3,2.1,3.6,0.0,GAME RACING,239417,39274,26384,14498,68548,False
68,Hill Climb Racing 2,386128,100.0 M,4,0.2,0.4,0.0,GAME RACING,271644,62888,20719,7568,23306,False
69,Boomerang Make and Race - Scooby-Doo Racing Game,380849,50.0 M,4,0.4,1.0,0.0,GAME RACING,279496,26949,18355,13010,43037,False
70,Moto X3M Bike Race Game,365649,50.0 M,4,3.0,6.2,0.0,GAME RACING,274639,29909,17419,10119,33559,False
71,Offroad Legends - Monster Truck Trials,350249,10.0 M,4,0.0,0.1,0.0,GAME RACING,245205,41967,25508,10219,27348,False
72,Traffic Tour,349416,50.0 M,4,1.7,3.7,0.0,GAME RACING,231141,28660,20999,12988,55625,False
73,Dubai Drift 2,337837,10.0 M,4,0.1,0.1,0.0,GAME RACING,252463,22906,15694,7422,39350,False
74,Moto Wheelie,334069,5.0 M,4,0.1,0.1,0.0,GAME RACING,281200,18440,11203,5233,17991,False
75,Mountain Climb 4x4 : Offroad Car Drive,330803,50.0 M,4,1702.5,1.0,0.0,GAME RACING,221973,28431,18870,14015,47511,False
76,CarX Drift Racing 2,318474,10.0 M,4,4.5,9.5,0.0,GAME RACING,247670,29860,12956,6483,21502,False
77,Zombie Squad,315332,10.0 M,4,0.1,0.1,0.0,GAME RACING,220091,34171,21601,9439,30027,False
78,Crazy for Speed 2,312017,10.0 M,4,0.7,1.5,0.0,GAME RACING,243498,24007,14244,6807,23458,False
79,Moto Racer 3D,310589,10.0 M,4,1358.2,2716.5,0.0,GAME RACING,194685,34134,34664,14257,32847,False
80,Toy Truck Rally 3D,309939,50.0 M,4,0.0,0.1,0.0,GAME RACING,229692,23871,20238,7614,28521,False
81,Truck Driver Cargo,308362,50.0 M,3,12602.3,0.7,0.0,GAME RACING,193275,23624,19047,12841,59571,False
82,Demolition Derby 3,308175,10.0 M,4,4.3,8.9,0.0,GAME RACING,250319,27125,11685,4164,14880,False
83,Top Drives – Car Cards Racing,303913,10.0 M,4,1.6,3.3,0.0,GAME RACING,231744,30895,11515,6286,23470,False
84,Racing Limits,297540,50.0 M,4,1.1,2.4,0.0,GAME RACING,211343,28447,16325,9459,31964,False
85,🚓🚦Car Driving School Simulator 🚕🚸,294097,10.0 M,4,0.9,1.9,0.0,GAME RACING,204804,38467,16732,8251,25840,False
86,Race the Traffic,293250,50.0 M,4,0.1,0.1,0.0,GAME RACING,185690,27186,24754,13961,41656,False
87,Redline Rush: Police Chase Racing,288581,10.0 M,4,0.0,0.1,0.0,GAME RACING,210942,32264,18169,8367,18836,False
88,GT Racing 2: The Real Car Exp,285522,10.0 M,4,0.0,0.0,0.0,GAME RACING,209958,33351,13914,7231,21065,False
89,Monster Truck Destruction™,284892,10.0 M,4,0.2,0.4,0.0,GAME RACING,200210,26653,16790,8834,32403,False
90,Real Racing 3,284450,100.0 M,4,0.0,0.0,0.0,GAME RACING,193903,44509,15942,8162,21931,False
91,MMX Hill Dash,283592,10.0 M,4,0.1,0.3,0.0,GAME RACING,202256,41141,15071,5659,19463,False
92,Stickman Downhill Motocross,283127,10.0 M,4,0.0,0.0,0.0,GAME RACING,205997,35802,17941,5514,17871,False
93,MOTO LOKO HD,282063,10.0 M,4,0.0,0.1,0.0,GAME RACING,196521,27353,21819,7648,28719,False
94,Offroad Legends 2,281848,10.0 M,4,0.1,0.3,0.0,GAME RACING,195324,38185,19227,7908,21201,False
95,DATA WING,281769,5.0 M,4,0.3,0.5,0.0,GAME RACING,254416,15454,4525,2037,5334,False
96,Race the Traffic Moto,280605,10.0 M,4,0.0,0.0,0.0,GAME RACING,188046,26619,24879,10609,30449,False
97,Epic Race 3D,280243,50.0 M,4,2.5,7.7,0.0,GAME RACING,185132,28854,20922,12717,32615,False
98,Drift Max,273705,10.0 M,4,0.6,1.2,0.0,GAME RACING,188833,29440,18180,8800,28450,False
99,City Driving 3D,272721,10.0 M,3,0.1,0.2,0.0,GAME RACING,138933,22589,21760,15256,74182,False
100,Torque Burnout,271610,10.0 M,4,0.2,0.5,0.0,GAME RACING,189031,25182,16212,9799,31385,False
1,Shadow Fight 3 - RPG fighting game,3170246,100.0 M,4,1.2,2.6,0.0,GAME ROLE PLAYING,2243868,353334,177840,84957,310244,False
2,AFK Arena,3126336,10.0 M,4,1.0,2.2,0.0,GAME ROLE PLAYING,2238968,619905,158568,31102,77791,False
3,Avakin Life - 3D Virtual World,3105550,50.0 M,4,1.0,2.2,0.0,GAME ROLE PLAYING,2198832,316726,170928,91523,327539,False
4,Flight Pilot Simulator 3D Free,2651253,100.0 M,4,965.5,0.9,0.0,GAME ROLE PLAYING,1680842,413154,208205,85294,263756,False
5,Angry Birds Epic RPG,2650536,10.0 M,4,310.2,0.0,0.0,GAME ROLE PLAYING,2095096,255252,104890,41878,153418,False
6,Eternium,2374967,10.0 M,4,0.5,1.1,0.0,GAME ROLE PLAYING,2064105,201653,57358,16101,35746,False
7,Star Wars™: Galaxy of Heroes,1710440,50.0 M,4,0.3,0.6,0.0,GAME ROLE PLAYING,1087749,274134,110300,55130,183125,False
8,몬스터 길들이기,1493476,10.0 M,4,0.0,0.1,0.0,GAME ROLE PLAYING,916890,183806,125740,58046,208992,False
9,Darkness Rises,1475764,10.0 M,4,0.5,1.1,0.0,GAME ROLE PLAYING,1086953,195959,71146,29100,92603,False
10,Hustle Castle: Medieval games in the kingdom,1424463,10.0 M,4,0.3,0.7,0.0,GAME ROLE PLAYING,956315,167107,59800,39531,201708,False
11,RAID: Shadow Legends,1363701,10.0 M,4,1.9,3.9,0.0,GAME ROLE PLAYING,919549,170753,64585,40706,168105,False
12,Tap Titans,1344784,10.0 M,4,0.0,0.0,0.0,GAME ROLE PLAYING,1206706,67528,25703,9641,35204,False
13,Hero Wars – Hero Fantasy Multiplayer Battles,1311495,50.0 M,4,4.7,10.6,0.0,GAME ROLE PLAYING,1036086,107619,27019,15790,124979,False
14,MovieStarPlanet,1193550,10.0 M,3,0.0,0.1,0.0,GAME ROLE PLAYING,647071,155738,105157,55935,229646,False
15,Magic Rush: Heroes,1130195,10.0 M,4,0.0,0.1,0.0,GAME ROLE PLAYING,818101,125808,56193,24736,105355,False
16,세븐나이츠,937102,10.0 M,3,17025.0,0.1,0.0,GAME ROLE PLAYING,528121,88140,76690,38540,205610,False
17,Idle Heroes,914423,10.0 M,4,1.1,2.1,0.0,GAME ROLE PLAYING,724371,77956,31174,14878,66041,False
18,RPG Toram Online - MMORPG,910412,10.0 M,4,805.0,1.9,0.0,GAME ROLE PLAYING,670148,130534,48808,15731,45189,False
19,Shakes and Fidget,898630,5.0 M,4,0.5,1.1,0.0,GAME ROLE PLAYING,695406,145860,32061,8424,16877,False
20,Tap Titans 2: Heroes Attack Titans. Clicker on!,887982,10.0 M,4,1.0,2.3,0.0,GAME ROLE PLAYING,696871,118164,38208,9681,25056,False
21,Kritika: The White Knights,880376,10.0 M,4,718.4,0.1,0.0,GAME ROLE PLAYING,614909,107710,53285,23653,80817,False
22,FINAL FANTASY BRAVE EXVIUS,825827,10.0 M,4,0.2,0.3,0.0,GAME ROLE PLAYING,527674,133134,51983,25372,87661,False
23,Dungeon Hunter 5 – Action RPG,765525,10.0 M,3,0.1,0.2,0.0,GAME ROLE PLAYING,453136,95928,54217,30073,132169,False
24,The Wolf,758951,10.0 M,4,1.9,3.4,0.0,GAME ROLE PLAYING,567469,91326,36052,16252,47850,False
25,Brave Frontier,732372,10.0 M,4,0.0,0.1,0.0,GAME ROLE PLAYING,518719,100269,41029,18510,53842,False
26,Identity V,705186,10.0 M,4,1.1,2.6,0.0,GAME ROLE PLAYING,454148,86399,47648,25101,91887,False
27,ONE PIECE TREASURE CRUISE,687214,10.0 M,4,0.9,2.1,0.0,GAME ROLE PLAYING,499705,95877,32128,12298,47204,False
28,Super Stylist - Makeover & Style Fashion Guru,667980,50.0 M,4,4.1,8.2,0.0,GAME ROLE PLAYING,460506,85901,42462,21843,57264,False
29,School of Dragons,666442,10.0 M,4,0.4,1.0,0.0,GAME ROLE PLAYING,444291,75196,44462,23315,79175,False
30,Mobile Legends: Adventure,644802,10.0 M,4,2.8,6.2,0.0,GAME ROLE PLAYING,513670,65317,20016,8845,36952,False
31,International Fashion Stylist - Dress Up Games,632926,10.0 M,4,2.4,5.1,0.0,GAME ROLE PLAYING,453861,77554,38017,16740,46752,False
32,Battle Camp - Monster Catching,612572,10.0 M,4,0.0,0.0,0.0,GAME ROLE PLAYING,412770,54959,36609,16832,91399,False
33,My Candy Love - Episode / Otome game,597411,10.0 M,4,0.5,0.8,0.0,GAME ROLE PLAYING,369440,84434,46630,23095,73810,False
34,"Day R Survival – Apocalypse, Lone Survivor and RPG",594700,10.0 M,4,0.8,1.7,0.0,GAME ROLE PLAYING,450467,74953,23915,12207,33155,False
35,Don't get fired!,572359,5.0 M,4,1.0,2.0,0.0,GAME ROLE PLAYING,382074,94649,39645,14670,41319,False
36,LifeAfter,569162,10.0 M,3,1.4,3.4,0.0,GAME ROLE PLAYING,368097,37701,30963,21455,110945,False
37,Inotia 4,558013,5.0 M,4,0.1,0.1,0.0,GAME ROLE PLAYING,395714,92102,34423,9208,26564,False
38,Dragon Village,556175,5.0 M,4,0.1,0.2,0.0,GAME ROLE PLAYING,407087,51168,33739,13251,50928,False
39,MARVEL Strike Force - Squad RPG,553833,10.0 M,3,1.6,3.3,0.0,GAME ROLE PLAYING,281401,76022,42302,49578,104528,False
40,Game of Sultans,547967,10.0 M,4,4.9,8.5,0.0,GAME ROLE PLAYING,378419,75961,30792,13367,49425,False
41,Sky: Children of the Light,538673,10.0 M,4,4.4,9.4,0.0,GAME ROLE PLAYING,438556,47143,16802,7679,28491,False
42,Age of Warring Empire,524462,10.0 M,4,0.0,0.0,0.0,GAME ROLE PLAYING,345143,79079,36211,14372,49655,False
43,레이븐 : LEGION,518434,5.0 M,4,0.0,0.2,0.0,GAME ROLE PLAYING,324117,79581,37928,14686,62119,False
44,Crusaders Quest,516540,5.0 M,4,0.1,0.1,0.0,GAME ROLE PLAYING,394331,59201,21524,8270,33211,False
45,Galaxy Legend - Cosmic Conquest Sci-Fi Game,514023,10.0 M,4,0.0,0.0,0.0,GAME ROLE PLAYING,316918,65188,37865,15150,78899,False
46,"My Bakery Empire - Bake, Decorate & Serve Cakes",513522,100.0 M,4,2.3,5.0,0.0,GAME ROLE PLAYING,361164,40462,27413,18348,66132,False
47,Heroes Charge,504968,10.0 M,4,0.6,1.6,0.0,GAME ROLE PLAYING,439888,10359,8749,6339,39629,False
48,Operate Now: Hospital - Surgery Simulator Game,503826,50.0 M,3,0.4,0.8,0.0,GAME ROLE PLAYING,289263,38358,35005,28656,112541,False
49,School of Chaos Online MMORPG,503643,10.0 M,4,0.2,0.5,0.0,GAME ROLE PLAYING,335781,35856,25781,18113,88109,False
50,Ninja Turtles: Legends,494101,10.0 M,4,1.0,1.9,0.0,GAME ROLE PLAYING,368890,45042,22761,12633,44773,False
51,Grim Soul: Dark Fantasy Survival,490756,10.0 M,4,1.8,4.4,0.0,GAME ROLE PLAYING,337466,79331,29799,12802,31356,False
52,The Seven Deadly Sins: Grand Cross,487726,10.0 M,4,2.5,6.5,0.0,GAME ROLE PLAYING,332747,53409,25678,14273,61616,False
53,Order & Chaos Online 3D MMORPG,474469,5.0 M,4,0.0,0.0,0.0,GAME ROLE PLAYING,321723,49520,26088,13438,63697,False
54,Angry Birds Evolution 2021,467209,10.0 M,4,0.2,0.4,0.0,GAME ROLE PLAYING,317412,59037,28604,14791,47363,False
55,King's Throne: Game of Conquest,464201,1.0 M,4,5.0,9.0,0.0,GAME ROLE PLAYING,259353,118989,61879,10613,13364,False
56,AVABEL ONLINE [Action MMORPG],463791,10.0 M,4,0.2,0.3,0.0,GAME ROLE PLAYING,263061,79102,55812,17289,48525,False
57,Seven Knights,459149,10.0 M,4,0.0,0.1,0.0,GAME ROLE PLAYING,316149,44853,25447,15270,57427,False
58,Shadow Fight Arena — PvP Fighting game,433067,5.0 M,4,18.2,32.4,0.0,GAME ROLE PLAYING,350218,32714,13508,7151,29474,False
59,ONE PIECE トレジャークルーズ,423249,1.0 M,4,0.6,0.9,0.0,GAME ROLE PLAYING,238516,97107,57024,11426,19174,False
60,Monster High™ Beauty Shop: Fangtastic Fashion Game,418992,10.0 M,4,2.1,4.4,0.0,GAME ROLE PLAYING,285038,47406,26709,15312,44525,False
61,Magic Rampage,414159,10.0 M,4,1.5,3.2,0.0,GAME ROLE PLAYING,338835,41096,13688,5042,15496,False
62,Summoners War,413804,50.0 M,4,0.2,0.1,0.0,GAME ROLE PLAYING,284653,55093,21603,11546,40907,False
63,Vampire's Fall: Origins RPG,409319,5.0 M,4,2.5,4.9,0.0,GAME ROLE PLAYING,307543,66903,17200,5137,12533,False
64,Monster Super League,406697,5.0 M,4,0.3,0.7,0.0,GAME ROLE PLAYING,288242,61345,21730,8612,26766,False
65,Arcane Legends MMO-Action RPG,398449,10.0 M,4,0.0,0.0,0.0,GAME ROLE PLAYING,272495,43944,26106,11438,44464,False
66,Age of Magic: Turn-Based Magic RPG & Strategy Game,395402,5.0 M,4,0.7,1.5,0.0,GAME ROLE PLAYING,289124,43996,17756,9241,35283,False
67,Pokémon Masters EX,393787,10.0 M,4,1.5,3.3,0.0,GAME ROLE PLAYING,259564,52468,24049,11536,46167,False
68,BLOCK STORY,393183,10.0 M,4,0.1,0.1,0.0,GAME ROLE PLAYING,284293,47015,22967,9199,29707,False
69,Questland: Turn Based RPG,386821,5.0 M,4,3.3,6.0,0.0,GAME ROLE PLAYING,334309,31876,8338,3281,9016,False
70,Pocket Troops: Strategy RPG,382714,10.0 M,4,0.0,0.1,0.0,GAME ROLE PLAYING,270191,47911,18236,9425,36949,False
71,ZENONIA® 5,380907,10.0 M,4,0.1,0.0,0.0,GAME ROLE PLAYING,266068,49217,22446,8261,34913,False
72,WWE Champions 2021,373793,10.0 M,3,0.3,0.7,0.0,GAME ROLE PLAYING,215662,37106,26813,17118,77092,False
73,Heroes of Camelot,371730,5.0 M,4,0.0,0.0,0.0,GAME ROLE PLAYING,227672,52313,24459,13912,53372,False
74,Assassin's Creed Rebellion: Adventure RPG,371644,5.0 M,4,0.3,0.7,0.0,GAME ROLE PLAYING,239729,60883,26866,13154,31009,False
75,Black Desert Mobile,368592,10.0 M,4,1.1,2.3,0.0,GAME ROLE PLAYING,237377,44513,23085,13663,49952,False
76,Guardian Hunter: SuperBrawlRPG [Online],366341,1.0 M,4,0.0,0.0,0.0,GAME ROLE PLAYING,249430,55784,25086,9129,26910,False
77,Guardian Tales,364398,1.0 M,4,5.3,10.4,0.0,GAME ROLE PLAYING,301336,35050,10864,4773,12372,False
78,Postknight,362652,5.0 M,4,1.1,2.2,0.0,GAME ROLE PLAYING,305733,35318,11138,3945,6515,False
79,Fashion Empire - Dressup Boutique Sim,361987,10.0 M,3,0.4,0.7,0.0,GAME ROLE PLAYING,229584,33544,22596,15280,60981,False
80,ملكة الموضة | لعبة قصص و تمثيل,358237,5.0 M,4,7.1,16.5,0.0,GAME ROLE PLAYING,314420,16260,7209,4146,16201,False
81,Time Princess,357910,5.0 M,4,8.5,20.8,0.0,GAME ROLE PLAYING,295735,34364,16188,4354,7266,False
82,MARVEL Puzzle Quest: Join the Super Hero Battle!,351850,10.0 M,4,0.3,0.6,0.0,GAME ROLE PLAYING,221235,57641,24241,12944,35787,False
83,Ragnarok M: Eternal Love,340801,5.0 M,4,1.3,2.8,0.0,GAME ROLE PLAYING,259507,39684,15411,4777,21419,False
84,Cat Runner: Decorate Home,334232,100.0 M,4,5.4,10.8,0.0,GAME ROLE PLAYING,233444,25663,16683,13001,45439,False
85,Cookie Run: Kingdom - Kingdom Builder & Battle RPG,332270,5.0 M,4,8.8,28.9,0.0,GAME ROLE PLAYING,248965,33709,15915,6697,26981,False
86,Wolvesville - Werewolf Online,328319,10.0 M,4,1.7,3.3,0.0,GAME ROLE PLAYING,239892,45313,15416,5865,21830,False
87,Ice Skating Ballerina - Dance Challenge Arena,327986,10.0 M,4,0.3,0.7,0.0,GAME ROLE PLAYING,217841,36644,22216,12391,38891,False
88,Hotel Hideaway: Virtual World,324192,5.0 M,4,2.2,4.9,0.0,GAME ROLE PLAYING,235330,29057,16734,9420,33648,False
89,Guild of Heroes: Magic RPG | Wizard game,320930,5.0 M,4,0.7,1.3,0.0,GAME ROLE PLAYING,256626,25415,10304,6376,22207,False
90,Era of Celestials,317023,10.0 M,4,0.1,0.2,0.0,GAME ROLE PLAYING,217629,30073,17135,10530,41653,False
91,Decisions－Interactive Role Playing Love Story Game,313301,10.0 M,4,2.4,5.2,0.0,GAME ROLE PLAYING,204972,37865,25592,12761,32108,False
92,Evertale,311126,1.0 M,4,725.3,5.1,0.99,GAME ROLE PLAYING,222761,32884,15877,9298,30304,True
93,Nonstop Knight - Offline Idle RPG Clicker,302340,5.0 M,4,0.1,0.1,0.0,GAME ROLE PLAYING,214245,39705,19137,8414,20836,False
94,리니지2 레볼루션,300651,5.0 M,3,0.0,0.0,0.0,GAME ROLE PLAYING,159232,45041,29484,12679,54213,False
95,FINAL FANTASY Record Keeper,297438,1.0 M,4,0.0,0.0,0.0,GAME ROLE PLAYING,139743,90255,40327,10029,17082,False
96,剣と魔法のログレス いにしえの女神-本格MMO・RPG,293945,1.0 M,3,0.1,0.2,0.0,GAME ROLE PLAYING,146469,58422,50871,12202,25978,False
97,Game of Thrones: Conquest ™ - Strategy Game,284337,10.0 M,4,311.5,1.4,0.0,GAME ROLE PLAYING,185851,22546,15187,11038,49712,False
98,Lineage2 Revolution,281603,5.0 M,3,0.1,0.2,0.0,GAME ROLE PLAYING,176808,25306,16764,9471,53251,False
99,원피스 트레저 크루즈,281148,1.0 M,4,0.0,0.0,0.0,GAME ROLE PLAYING,208788,37624,15607,3864,15262,False
100,Roller Skating Girls - Dance on Wheels,280566,10.0 M,4,1.3,2.9,0.0,GAME ROLE PLAYING,199651,24809,14347,9953,31803,False
1,The Sims FreePlay,5541105,100.0 M,4,0.2,0.4,0.0,GAME SIMULATION,3457057,660545,377283,215335,830882,False
2,SimCity BuildIt,5213933,100.0 M,4,0.2,0.4,0.0,GAME SIMULATION,3484074,871560,349321,144772,364203,False
3,Episode - Choose Your Story,3622549,100.0 M,4,1.1,2.3,0.0,GAME SIMULATION,2310125,623432,309451,110606,268932,False
4,Plague Inc.,3519405,100.0 M,4,0.4,0.9,0.0,GAME SIMULATION,2613482,492087,188184,62933,162717,False
5,Fallout Shelter,3420152,10.0 M,4,0.3,0.5,0.0,GAME SIMULATION,2526660,558262,157102,54319,123807,False
6,Dragon Mania Legends,2763325,50.0 M,4,1208.1,1.3,0.0,GAME SIMULATION,2087931,284544,127895,62539,200412,False
7,The Tribez: Build a Village,2233572,10.0 M,4,0.2,0.4,0.0,GAME SIMULATION,1444449,444807,212428,52454,79432,False
8,Bus Simulator Indonesia,1917203,50.0 M,4,2.6,5.6,0.0,GAME SIMULATION,1469488,149675,82882,47743,167413,False
9,Jurassic World™: The Game,1652561,50.0 M,4,0.8,1.7,0.0,GAME SIMULATION,1072746,189663,106587,61626,221936,False
10,AdVenture Capitalist: Idle Money Management,1583634,10.0 M,4,0.3,0.5,0.0,GAME SIMULATION,1126714,261874,87807,28370,78865,False
11,Bus Simulator: Original,1487303,50.0 M,4,0.1,0.1,0.0,GAME SIMULATION,940898,164202,112902,56945,212354,False
12,Dragon City Mobile,1421165,100.0 M,4,0.0,0.0,0.0,GAME SIMULATION,1149212,147633,52590,18948,52780,False
13,Choices: Stories You Play,1389243,10.0 M,4,0.4,0.8,0.0,GAME SIMULATION,924315,243628,84511,40231,96556,False
14,LINE BROWN FARM,1367006,10.0 M,4,0.3,0.5,0.0,GAME SIMULATION,896829,241396,115240,30409,83131,False
15,Fishing Clash,1353453,50.0 M,4,1.8,4.1,0.0,GAME SIMULATION,1133700,105496,37830,18205,58220,False
16,SAKURA School Simulator,1319464,10.0 M,4,6.7,15.7,0.0,GAME SIMULATION,1040495,82055,43016,28773,125122,False
17,Scary Teacher 3D,1264769,100.0 M,4,4.2,9.4,0.0,GAME SIMULATION,910338,109308,62930,39377,142813,False
18,"Cash, Inc. Money Clicker Game & Business Adventure",1243436,10.0 M,4,0.9,1.7,0.0,GAME SIMULATION,1039153,84922,45291,20019,54048,False
19,Bus Simulator : Ultimate,1218642,50.0 M,4,7.3,11.4,0.0,GAME SIMULATION,852661,133280,68279,38685,125734,False
20,Hooked Inc: Fisher Tycoon,1216891,10.0 M,4,1.1,2.5,0.0,GAME SIMULATION,881238,188929,87539,20875,38307,False
21,Vegas Crime Simulator,1210916,100.0 M,4,0.9,1.9,0.0,GAME SIMULATION,861406,85432,59428,42751,161897,False
22,House Flipper: Home Design & Simulator Games,1160646,10.0 M,4,7.2,15.9,0.0,GAME SIMULATION,896264,175664,49198,12920,26597,False
23,"Egg, Inc.",1055152,10.0 M,4,1.8,4.3,0.0,GAME SIMULATION,761330,192559,59534,15423,26303,False
24,Design Home: House Renovation,1053098,50.0 M,4,1.2,3.1,0.0,GAME SIMULATION,627464,220283,89694,43213,72441,False
25,The Sims™ FreePlay,1004304,10.0 M,4,0.2,0.4,0.0,GAME SIMULATION,655793,114334,65822,34380,133973,False
26,Block City Wars: Pixel Shooter with Battle Royale,999846,10.0 M,4,0.3,0.7,0.0,GAME SIMULATION,640733,109253,68841,37389,143629,False
27,Paradise Island,976872,10.0 M,4,0.0,0.0,0.0,GAME SIMULATION,631576,161006,82647,34326,67315,False
28,Car Parking Multiplayer,961095,50.0 M,4,6.2,14.1,0.0,GAME SIMULATION,722284,86105,41201,23345,88157,False
29,Happy Mall Story: Sim Game,955109,10.0 M,4,0.4,0.8,0.0,GAME SIMULATION,734006,130386,50647,13323,26745,False
30,Cooking Diary®: Tasty Restaurant & Cafe Game,945807,10.0 M,4,1.6,3.7,0.0,GAME SIMULATION,716734,128526,45012,17630,37902,False
31,Clean Road,931389,50.0 M,4,0.0,0.1,0.0,GAME SIMULATION,623758,97783,81972,36797,91077,False
32,Farming Simulator 14,913357,100.0 M,4,0.9,1.7,0.0,GAME SIMULATION,657566,71214,44473,29538,110563,False
33,Klondike Adventures,882690,10.0 M,4,2.4,5.9,0.0,GAME SIMULATION,701501,81667,37640,16884,44995,False
34,Airport City,880659,10.0 M,3,0.4,0.9,0.0,GAME SIMULATION,499070,136217,78571,40680,126119,False
35,Cafeland - World Kitchen,841432,10.0 M,4,1.3,2.6,0.0,GAME SIMULATION,605637,115698,51236,20680,48178,False
36,Zombie Castaways,813912,10.0 M,4,0.3,0.8,0.0,GAME SIMULATION,617744,106689,43975,14804,30698,False
37,Barbie Dreamhouse Adventures,796153,50.0 M,4,3.2,7.6,0.0,GAME SIMULATION,546289,80821,46463,27262,95315,False
38,Turbo Dismount™,765250,50.0 M,4,0.3,0.7,0.0,GAME SIMULATION,515008,89015,53159,25335,82731,False
39,Truck Simulator 2018 : Europe,758948,100.0 M,4,2.9,6.0,0.0,GAME SIMULATION,514724,70767,45153,28608,99693,False
40,Godus,740483,10.0 M,4,0.1,516.9,0.0,GAME SIMULATION,448604,136222,66882,28655,60118,False
41,Animal Crossing: Pocket Camp,734122,10.0 M,4,0.5,2.4,0.0,GAME SIMULATION,518421,102421,43823,18579,50876,False
42,Let's Fish: Sport Fishing Games. Fishing Simulator,709426,10.0 M,4,0.2,0.4,0.0,GAME SIMULATION,494190,133523,50535,9803,21372,False
43,Flight Simulator: Fly Plane 3D,708938,100.0 M,3,0.1,0.2,0.0,GAME SIMULATION,442574,63971,56129,29012,117248,False
44,2 3 4 Player Mini Games,704695,100.0 M,4,4.0,8.6,0.0,GAME SIMULATION,532809,56092,29099,17362,69331,False
45,Heavy Truck Simulator,683592,10.0 M,4,0.3,0.7,0.0,GAME SIMULATION,462013,70983,41810,22014,86769,False
46,Hotel Story: Resort Simulation,671111,10.0 M,4,0.1,0.2,0.0,GAME SIMULATION,464483,85302,54588,19605,47130,False
47,Clouds & Sheep,664240,10.0 M,4,0.2,0.4,0.0,GAME SIMULATION,545194,52362,27910,10232,28539,False
48,Weaphones™ Gun Sim Free Vol 1,651287,50.0 M,4,0.2,0.6,0.0,GAME SIMULATION,470567,56357,36998,18998,68364,False
49,Make More! – Idle Manager,648290,10.0 M,4,0.9,1.7,0.0,GAME SIMULATION,485935,70484,36921,15854,39093,False
50,School Girls Simulator,643497,10.0 M,4,1.7,3.6,0.0,GAME SIMULATION,481585,60163,28340,15861,57546,False
51,Raft Survival: Ocean Nomad - Simulator,641259,50.0 M,4,4.4,9.2,0.0,GAME SIMULATION,451269,73006,40541,19087,57353,False
52,Coach Bus Simulator,640012,10.0 M,4,0.5,1.0,0.0,GAME SIMULATION,405565,72000,44204,24153,94088,False
53,Disney Magic Kingdoms: Build Your Own Magical Park,624634,50.0 M,3,0.3,0.7,0.0,GAME SIMULATION,378516,68203,42677,29034,106202,False
54,Linda Brown: Interactive Story,620435,10.0 M,4,0.2,0.5,0.0,GAME SIMULATION,395363,65435,37895,23622,98118,False
55,Solar Smash,609547,10.0 M,4,15.8,64.3,0.0,GAME SIMULATION,479497,56553,26852,12237,34405,False
56,Drive and Park,607477,50.0 M,4,0.4,0.6,0.0,GAME SIMULATION,428415,70221,44605,18880,45354,False
57,High School Story,604400,10.0 M,4,0.0,0.0,0.0,GAME SIMULATION,458884,69985,33454,11517,30557,False
58,Car Simulator 2,593269,10.0 M,4,3.9,8.6,0.0,GAME SIMULATION,459452,47555,22115,13771,50373,False
59,Bud Farm: Grass Roots,572365,10.0 M,4,0.1,0.1,0.0,GAME SIMULATION,464939,68293,16484,6583,16064,False
